transcript	SRR1976948	SRR1977249
k99_16976	31.8546	24.9566
k99_16978	191.699	168.952
k99_16987	12.2239	9.93418
k99_16998	5.94442	5.89576
k99_16999	16.0186	0.0
k99_17005	16.5765	6.83752
k99_17006	137.867	144.864
k99_17007	31.2254	10.7043
k99_17011	15.8465	2363.13
k99_17012	6.40239	0.0
k99_17016	13.1389	1.3633
k99_17026	173.044	175.65
k99_17028	8.72483	1.45971
k99_17040	12.1514	2.59828
k99_17058	31.6133	10.4492
k99_17075	89.8519	1516.37
k99_17098	305.481	269.183
k99_17100	40.417	20.8401
k99_17105	9.20302	0.902875
k99_17109	10.3767	1.69632
k99_17128	28.1696	17.4783
k99_17138	9.87193	2.32692
k99_17139	30.5121	6.77332
k99_17144	7.62678	0.0
k99_17148	54.3898	19.3935
k99_17164	13.9131	0.775429
k99_17169	12.7214	1.5853
k99_17178	11.827	0.599401
k99_17191	9.36353	3.08993
k99_17204	35.2611	12.9939
k99_17207	16.6683	3.81948
k99_17212	12.7559	15.1036
k99_17223	195.52	185.318
k99_17224	0.0	90.163
k99_17226	33.9456	19.6442
k99_17233	23.7266	5.55209
k99_17242	2.52806	5.13148
k99_17263	21.1697	13.3242
k99_17264	37.0027	67.6955
k99_17268	556.57	523.451
k99_17274	7.58942	3.2218
k99_17288	0.0	23.9617
k99_17289	45.5108	18.1401
k99_17303	315.837	215.461
k99_17307	12.4918	4.36349
k99_17324	139.925	123.71
k99_17331	132.514	103.625
k99_17353	12.248	0.0
k99_17374	11.3946	1.12944
k99_17375	8.05331	9.02289
k99_17381	12.0019	0.866399
k99_17403	17.0861	11.9506
k99_17406	22.1234	11.64
k99_17407	31.6161	13.9446
k99_17408	0.0	10.9198
k99_17415	11.5892	4.01452
k99_17426	233.301	166.242
k99_17434	238.818	3981.7
k99_17436	59.0291	26.5307
k99_17437	13.4656	2.34526
k99_17452	2884.77	833.532
k99_17466	12.3177	3.24303
k99_17521	3350.66	1074.15
k99_17529	47.0827	76.4802
k99_17531	217.503	251.16
k99_17540	21.3677	10.7053
k99_17544	57.4223	83.7484
k99_17555	4.18946	6.32249
k99_17597	32.3319	9.10226
k99_17601	23.4614	7.4053
k99_17606	215.485	206.143
k99_17626	29.9222	35.0113
k99_17661	4.26571	11.108
k99_17664	9.49828	2.33053
k99_17668	13.6117	0.582648
k99_17670	7.31261	3.79692
k99_17675	12.7172	13.8911
k99_17685	11.6855	1.47734
k99_17707	24.573	0.0
k99_17713	98.8525	1637.17
k99_17716	19.5095	8.37749
k99_17739	177.071	918.089
k99_17741	302.366	291.561
k99_17745	18.7995	10.676
k99_17751	0.0	8.69094
k99_17768	8.78955	6.23203
k99_17771	13.6271	6.03119
k99_17776	27.7794	25.1463
k99_17778	8.47061	0.0
k99_17779	17.3621	7.18464
k99_17792	22.6439	13.4029
k99_17801	15.8959	10.1693
k99_17816	1.0812	15.9568
k99_17818	15.8319	11.2963
k99_17829	40.6566	38.5475
k99_17842	48.5298	22.7702
k99_17850	13.5376	0.0
k99_17864	22.9145	9.7283
k99_17866	13.8897	3.59232
k99_17874	13.458	2.65257
k99_17885	14.1901	1.41458
k99_17891	2.97204	13.5124
k99_17903	14.0824	0.0
k99_17916	9.79288	2.06872
k99_17921	119.187	1881.17
k99_17929	220.51	4945.8
k99_17932	278.01	337.707
k99_17939	478.636	439.0
k99_17950	9.12853	2.44571
k99_17955	197.941	268.727
k99_17976	132.136	136.881
k99_17978	16.519	0.0
k99_17983	0.0	63.1181
k99_17992	16.2121	4.85298
k99_17995	20.3961	13.9402
k99_17996	125.884	1772.53
k99_17999	169.355	154.736
k99_18022	15.6403	8.76431
k99_18027	13.828	2.73389
k99_18032	152.766	136.968
k99_18037	204.921	3679.09
k99_18050	1290.44	941.875
k99_18052	8.66895	1.06149
k99_18053	287.859	229.351
k99_18056	141.778	108.291
k99_18070	17.9124	0.0
k99_18077	13.2439	5.97377
k99_18082	13.2842	6.16775
k99_18097	9.73324	3.47183
k99_18120	1237.66	15.689
k99_18137	11.4844	0.595176
k99_18139	7.99588	8.35482
k99_18147	9.69497	2.89886
k99_18149	5266.9	2460.53
k99_18151	36.3073	16.567
k99_18158	309.057	288.482
k99_18166	22.2529	9.52741
k99_18167	42.6219	15.9878
k99_18172	0.0	32.6068
k99_18208	12.7991	2.52167
k99_18218	10.4779	9.94206
k99_18239	15.8186	3.14216
k99_18255	19.9083	6.7665
k99_18260	144.785	2510.33
k99_18262	34.5146	8.88487
k99_18273	97.6269	26.2618
k99_18274	16.2155	0.0
k99_18289	15.1054	5.5128
k99_18291	227.431	207.783
k99_18297	33.6418	13.7475
k99_18306	49.0289	19.412
k99_18309	7.6563	3.98802
k99_18322	8.89471	0.0
k99_18323	4332.37	1854.66
k99_18329	11.3764	1.20432
k99_18330	6.09169	1.71022
k99_18339	1222.0	447.185
k99_18351	10.8528	1.63394
k99_18354	29.1657	18.049
k99_18360	21.5342	35.9464
k99_18369	6.70353	0.0
k99_18419	2.89575	2.88199
k99_18422	23.6072	4.10628
k99_18429	299.09	409.796
k99_18434	9.18349	6.4586
k99_18453	10.5838	2.16678
k99_18456	214.456	199.311
k99_18469	17.0713	7.56244
k99_18475	22.2574	10.7682
k99_18476	3.39815	10.5314
k99_18480	41.0803	14.2165
k99_18481	199.661	3022.83
k99_18494	11.0912	0.0
k99_18511	37.9362	61.5951
k99_18517	156.03	2063.69
k99_18521	34.7533	18.1658
k99_18527	165.788	147.013
k99_18541	472.195	531.622
k99_18549	35.533	24.3137
k99_18554	0.0	52.1751
k99_18559	9.34438	0.0
k99_18560	12.5733	9.56283
k99_18561	173.932	160.933
k99_18570	8.9459	1.88839
k99_18572	16.3416	18.4828
k99_18583	21.3572	15.0539
k99_18592	151.203	156.156
k99_18601	2.37261	4.80065
k99_18606	53.5755	20.3971
k99_18611	9.38827	0.0
k99_18638	6.42719	3.3065
k99_18646	231.118	198.177
k99_18648	21.14	21.8952
k99_18652	7.33791	0.979991
k99_18654	13.9365	4.28025
k99_18657	0.0	10.9481
k99_18658	16.1502	8.97795
k99_18677	12.8056	1.49558
k99_18678	78.4188	961.034
k99_18682	10.5111	4.44371
k99_18711	13.68	6.55533
k99_18723	39.5333	14.8912
k99_18724	50.4338	13.8826
k99_18725	4.51253	19.0182
k99_18728	3215.91	1411.9
k99_18730	391.704	284.07
k99_18747	9.87151	1.27355
k99_18755	8.85613	12.8492
k99_18769	4.77083	7.24176
k99_18781	10.9168	1.73652
k99_18783	10.1295	3.64119
k99_18786	8.57593	0.942319
k99_18791	25.6255	58.1652
k99_18803	19.5938	3.90127
k99_18806	10.8345	7.22902
k99_18811	138.661	125.831
k99_18812	29.0949	12.5583
k99_18814	63.3815	18.014
k99_18815	7.88724	11.4963
k99_18818	10.7683	0.93227
k99_18836	187.645	183.573
k99_18844	16.7854	7.55161
k99_18852	413.778	5536.53
k99_18856	31.5896	50.3023
k99_18889	314.63	241.116
k99_18897	25.1972	11.4726
k99_18905	18.42	19.1367
k99_18915	7.71956	0.900233
k99_18920	48.0415	13.9195
k99_18925	16.1139	5.33801
k99_18926	44.168	223.963
k99_18928	8.85572	1.29068
k99_18931	32.1126	33.5642
k99_18945	9.03962	1.19752
k99_18951	230.591	264.744
k99_18957	21.6576	11.131
k99_18958	21.7605	4.34538
k99_18961	22.4488	14.2768
k99_18965	304.996	2908.39
k99_18969	149.988	126.493
k99_18986	11.1307	1.50763
k99_18988	26.1151	12.9699
k99_18991	1428.2	1014.21
k99_18993	16.6927	10.3337
k99_19005	9.96977	8.40104
k99_19012	9.09813	1.42914
k99_19015	3.85805	52.2751
k99_19022	10.9294	10.7736
k99_19023	15.3425	12.9838
k99_19037	13.719	0.0
k99_19044	11.0933	2.28805
k99_19053	211.633	226.417
k99_19054	14.3428	10.2391
k99_19056	1036.17	656.056
k99_19064	25.0937	0.948915
k99_19071	11.4402	1.55903
k99_19104	23.9452	13.0634
k99_19106	14.4892	2.0814
k99_19108	3.64992	3.65405
k99_19111	8.61048	0.0
k99_19114	15.0995	8.50803
k99_19116	10.5862	1.61414
k99_19122	11.4341	0.0
k99_19132	13.3117	2.04693
k99_19133	25.7736	11.7213
k99_19141	13.3964	2.41664
k99_19144	23.8488	16.981
k99_19152	396.449	229.936
k99_19156	12387.9	5420.16
k99_19157	11.5469	2.69311
k99_19158	15.355	22.1728
k99_19159	134.604	8.36248
k99_19176	12.3546	3.53029
k99_19177	30.1123	17.5402
k99_19192	12.3251	0.466589
k99_19201	7.07433	0.0
k99_19204	15.7753	0.0
k99_19208	144.346	1859.0
k99_19216	12.0793	1.10938
k99_19217	17.2992	14.736
k99_19219	17.0306	31.8855
k99_19229	17.1484	13.5045
k99_19245	21.1159	12.9665
k99_19257	36.1149	28.9161
k99_19261	8248.27	3627.74
k99_19266	19.6074	10.6681
k99_19267	53.2248	23.3359
k99_19274	231.127	212.005
k99_19277	6.29145	11.483
k99_19325	10.8113	1.35275
k99_19329	1.64619	8.21611
k99_19364	25.7928	13.1017
k99_19366	65.2722	1642.87
k99_19369	165.739	2269.37
k99_19382	81.3738	1859.8
k99_19393	156.111	153.799
k99_19403	44.176	21.0629
k99_19410	13.8829	1.77203
k99_19420	871.303	5.13148
k99_19422	8.54178	2.17286
k99_19433	43.0524	22.609
k99_19435	12.14	1.5118
k99_19447	7.04617	4.35116
k99_19459	13.1609	0.986291
k99_19460	10.958	2.99736
k99_19462	4.11404	0.578588
k99_19466	182.999	2945.46
k99_19470	3381.51	1566.53
k99_19494	40.9473	13.9757
k99_19523	8.70132	88.5914
k99_19528	0.0	39.9215
k99_19541	9.09138	1.41128
k99_19562	0.0	43.0975
k99_19578	9.97103	5.05598
k99_19587	34.2969	9.00299
k99_19600	2746.44	906.851
k99_19629	49.766	23.9281
k99_19630	7.69215	17.8948
k99_19663	8.47084	2.59567
k99_19678	9.01626	0.0
k99_19710	10.1644	5.98193
k99_19716	11.7682	0.0
k99_19718	13.1141	1.91534
k99_19719	11.7911	3.01743
k99_19724	13.9654	1.01751
k99_19725	19.4647	10.0796
k99_19746	10.9348	5.03929
k99_19754	255.633	256.568
k99_19756	14.5585	2.09178
k99_19758	23.0207	21.1614
k99_19763	22.2405	7.65142
k99_19778	40.4677	12.9248
k99_19789	115.01	1714.81
k99_19796	11.8569	6.26338
k99_19797	4.23394	4.44139
k99_19806	72.7349	39.8802
k99_19821	161.278	2215.41
k99_19830	45.9378	19.9401
k99_19838	5.01365	5.9166
k99_19854	4.49305	4.73237
k99_19865	12.3112	0.985296
k99_19870	10.3462	1.38692
k99_19881	10.4194	1.45861
k99_19886	44.4927	16.5282
k99_19889	20.4139	7.33869
k99_19892	50.908	29.3563
k99_19905	26.4598	7.64607
k99_19915	30.6296	17.553
k99_19916	11.0558	4.87585
k99_19941	4.76888	14.1901
k99_19942	9.23633	1.16909
k99_19945	14.6611	2.06027
k99_19947	19.01	10.2588
k99_19952	7.31261	0.0
k99_19973	9.10515	15.5602
k99_19980	262.331	227.282
k99_19986	8.83174	1.44735
k99_19996	180.154	158.914
k99_20003	15.0591	2.81588
k99_20011	8.73188	0.0
k99_20014	1493.76	562.791
k99_20026	55.0168	27.4469
k99_20031	149.447	137.532
k99_20034	10.7818	0.0
k99_20037	5.52212	0.0
k99_20046	0.0	23.6025
k99_20054	11.8442	1.71963
k99_20056	12.4918	0.0
k99_20059	10.5985	1.52918
k99_20069	179.814	161.413
k99_20073	35.5549	13.263
k99_20076	14.4486	13.1386
k99_20087	10.6115	1.76888
k99_20093	18.849	0.385659
k99_20098	8.54184	0.0
k99_20123	11.8922	1.47759
k99_20128	0.0	0.0
k99_20131	470.48	294.301
k99_20134	9.86494	2.99452
k99_20142	1112.78	791.191
k99_20156	140.844	2752.09
k99_20165	276.437	1445.36
k99_20177	14.6308	9.15518
k99_20220	24.869	14.2502
k99_20226	166.846	197.412
k99_20229	12.0996	1.61821
k99_20233	55.6582	15.8575
k99_20249	11.4713	6.94869
k99_20258	24.9246	13.0037
k99_20260	1125.12	52.8399
k99_20263	7.86905	0.0
k99_20280	569.951	24.8615
k99_20281	13.1584	1.3072
k99_20288	68.7334	18.2799
k99_20293	9.64078	3.3065
k99_20295	10.6223	1.25236
k99_20328	117.345	63.4817
k99_20332	2679.42	916.267
k99_20342	7.50028	0.0
k99_20343	10.5273	1.93703
k99_20349	236.195	184.643
k99_20355	14.6232	0.0
k99_20369	2448.03	784.09
k99_20374	329.876	81.0326
k99_20382	9.24168	0.0
k99_20388	9.70612	11.0305
k99_20397	156.333	166.045
k99_20400	13.3203	5.89135
k99_20428	35.9527	10.0243
k99_20448	12.9237	1.58744
k99_20449	37.5126	21.1433
k99_20454	353.308	9.25401
k99_20462	60.6635	25.6689
k99_20510	110.351	1443.7
k99_20519	32.5093	7.1665
k99_20527	67.965	45.9515
k99_20556	47.1477	286.787
k99_20569	683.843	342.535
k99_20575	35.8733	57.9561
k99_20593	149.706	148.996
k99_20602	6.1509	0.0
k99_20610	1.04851	43.3195
k99_20615	7.28503	0.0
k99_20627	16.1166	12.5421
k99_20662	74.7431	65.8679
k99_20671	2661.14	1167.55
k99_20674	20.952	89.5391
k99_20686	13.2951	6.80135
k99_20693	11.4733	2.06564
k99_20710	16.8182	9.09061
k99_20721	10.4925	0.917743
k99_20722	11.763	1.46385
k99_20724	153.729	136.44
k99_20732	17.5163	9.20787
k99_20742	358.31	4979.89
k99_20743	11.246	0.0
k99_20744	25.2088	3.41079
k99_20747	352.704	294.448
k99_20751	6.67707	6.88915
k99_20770	8.78594	1.23052
k99_20776	10.508	1.41975
k99_20778	21.0204	4.48643
k99_20782	14.1842	2.03603
k99_20792	46.0012	63.2447
k99_20797	158.398	144.275
k99_20820	75.049	37.533
k99_20834	9.91541	0.0
k99_20868	18.5083	7.67561
k99_20871	25.978	15.4305
k99_20878	10.6268	6.4189
k99_20903	33.2762	15.9831
k99_20929	207.794	193.905
k99_20950	712.481	456.74
k99_20956	108.92	1838.38
k99_20963	103.561	40.5266
k99_20965	0.0	60.3722
k99_20980	16.0893	6.41818
k99_20994	5.59424	5.50195
k99_21005	10.3771	1.0748
k99_21015	5.04177	6.82158
k99_21038	12.0422	0.0
k99_21063	1455.24	636.467
k99_21073	11.2962	2.14648
k99_21085	12.1975	2.32773
k99_21089	193.574	197.182
k99_21112	0.304331	36.5052
k99_21122	6.38585	9.66025
k99_21131	10.8465	0.465327
k99_21159	323.334	261.404
k99_21168	21.6443	9.73836
k99_21171	11.814	1.52922
k99_21188	3940.75	1319.28
k99_21198	485.892	170.279
k99_21215	7.3313	0.46363
k99_21233	7.16631	9.98306
k99_21250	15.4798	12.7124
k99_21251	19.0377	10.4046
k99_21258	29.1204	23.3165
k99_21288	10.3837	1.47137
k99_21299	30.2862	6.35937
k99_21302	20.8339	6.09697
k99_21306	1817.65	66.9538
k99_21313	25.2183	40.9853
k99_21317	209.206	210.261
k99_21321	14.9124	2.10967
k99_21333	1975.76	887.309
k99_21341	12.5084	1.66171
k99_21343	10.3546	5.1142
k99_21388	148.598	112.715
k99_21392	0.133999	34.2387
k99_21398	28.1393	10.3148
k99_21444	17.7084	2.57446
k99_21454	15301.0	7016.2
k99_21474	40.9133	18.1773
k99_21477	150.386	141.064
k99_21502	20.3308	6.30777
k99_21507	21.0434	13.2005
k99_21520	8.02816	1.12886
k99_21529	3758.32	1527.49
k99_21532	6.44485	2.26241
k99_21544	19.0111	2.12308
k99_21574	14.0921	5.43794
k99_21577	11.1143	0.0
k99_21581	4089.21	1915.07
k99_21594	0.0	22.8472
k99_21598	149.132	156.042
k99_21609	8.95776	3.0589
k99_21623	0.0	15.7561
k99_21632	16.272	15.1458
k99_21644	15.8649	0.854034
k99_21648	1838.09	59.2054
k99_21659	4.30524	4.52179
k99_21667	9.46576	0.0
k99_21671	16.8463	1.28697
k99_21682	13.3062	14.0015
k99_21689	3.99644	0.449983
k99_21690	21.5	3.52807
k99_21702	22.9683	11.3
k99_21704	16.0164	10.6813
k99_21725	14.786	3.02773
k99_21736	99.8338	2370.64
k99_21752	194.665	2879.42
k99_21754	185.953	2192.06
k99_21766	10.4243	1.51657
k99_21784	8.11355	1.67825
k99_21788	460.627	314.895
k99_21824	3.33854	0.0
k99_21831	1805.47	62.4413
k99_21834	12.3839	6.35619
k99_21840	15.7983	8.98523
k99_21847	7.0164	4.9592
k99_21853	26.6904	132.99
k99_21857	340.998	380.688
k99_21872	184.061	150.332
k99_21896	5.14526	0.0
k99_21906	162.61	2321.09
k99_21910	13.956	6.50813
k99_21932	12.2334	30.7762
k99_21938	9.95174	0.945001
k99_21939	25.3957	13.1175
k99_21953	20.1828	2.35496
k99_21987	13.1706	12.1451
k99_21998	10.7867	1.38307
k99_22013	12.6147	2.33428
k99_22049	23.9651	3.06937
k99_22052	18.7765	4.96108
k99_22058	8.06632	0.997799
k99_22060	8.46825	1.19121
k99_22061	10.2979	1.12358
k99_22063	788.98	341.052
k99_22064	28.8241	19.7666
k99_22065	9.1547	2.56674
k99_22073	240.976	218.294
k99_22093	34.1023	14.0955
k99_22099	13.656	1.94904
k99_22101	11.2169	2.65886
k99_22104	12.9388	3.05442
k99_22114	14.4098	11.4012
k99_22130	12.096	6.53658
k99_22131	10.4369	0.0
k99_22137	1640.03	1097.51
k99_22146	44.7369	720.699
k99_22173	5763.98	2462.98
k99_22175	13.6252	11.4147
k99_22183	62.1069	53.9691
k99_22185	585.137	346.413
k99_22194	8.19019	7.33478
k99_22196	10.0538	16.3027
k99_22233	13.6091	0.0
k99_22236	138.961	2029.68
k99_22254	11.3422	2.14329
k99_22264	85.5929	1565.14
k99_22267	12.5986	2.11276
k99_22278	10.6709	0.349172
k99_22291	11.9855	4.73907
k99_22295	15.4089	18.4137
k99_22300	1508.3	717.442
k99_22321	4.38978	2.21258
k99_22334	1953.85	683.208
k99_22335	8.83297	4.64585
k99_22340	6.48652	6.535
k99_22367	5.17557	1.28498
k99_22371	0.0	81.2307
k99_22374	14.7389	3.01743
k99_22383	11.3442	4.58079
k99_22395	20.2637	4.2247
k99_22398	1059.61	192.373
k99_22419	11.5042	1.47564
k99_22420	3543.86	1663.27
k99_22435	8.6955	1.14127
k99_22463	17.6964	5.13148
k99_22479	7.3639	5.20802
k99_22480	0.29099	27.2094
k99_22482	181.851	135.054
k99_22491	17.1122	7.07464
k99_22495	16.0831	7.15148
k99_22496	52.3537	19.2486
k99_22510	11.1869	1.8679
k99_22558	9.78343	2.74377
k99_22563	0.0	44.8044
k99_22570	8.60668	2.22603
k99_22571	248.414	248.75
k99_22574	15.3169	1.19168
k99_22587	9.64178	2.1533
k99_22605	8.34081	0.823624
k99_22607	15.5863	9.51428
k99_22621	23.4858	115.813
k99_22622	10.1328	10.042
k99_22638	0.0	11.2456
k99_22647	9.01046	2.97197
k99_22650	4.09965	8.15109
k99_22664	1338.28	688.991
k99_22667	255.008	83.7133
k99_22672	0.0	44.6381
k99_22680	8.56021	0.246836
k99_22686	20.9067	4.38282
k99_22690	12.7363	2.17227
k99_22730	5235.13	2201.2
k99_22734	10.5971	1.94991
k99_22753	3.93282	1.9736
k99_22765	184.36	171.774
k99_22788	172.789	154.468
k99_22795	8213.18	3755.69
k99_22800	234.207	210.089
k99_22843	14.8965	17.1599
k99_22845	3998.74	1613.1
k99_22858	5.86412	10.0904
k99_22865	12.9869	2.34168
k99_22866	0.0	32.8301
k99_22870	7.03761	0.864457
k99_22900	8.82801	1.15879
k99_22906	105.62	1637.51
k99_22915	29.4265	44.238
k99_22918	20.8225	10.2833
k99_22921	9.75357	1.59677
k99_22928	11.2846	3.76954
k99_22939	264.825	203.503
k99_22951	17.2915	5.65933
k99_22955	13.0813	73.3321
k99_22997	4.03019	8.42753
k99_23046	774.12	269.366
k99_23048	2537.47	1005.91
k99_23051	14.0955	0.0
k99_23054	12.8776	10.3281
k99_23060	7.00138	8.35607
k99_23075	7.23162	7.50337
k99_23079	3.72091	7.45492
k99_23088	418.41	223.584
k99_23090	1791.12	858.333
k99_23092	16.7703	5.70338
k99_23097	8.42697	0.871717
k99_23123	10.7161	0.0
k99_23133	320.626	3980.5
k99_23136	31.2001	6.54425
k99_23173	40.8132	18.4584
k99_23174	13.0359	0.0
k99_23192	8.6226	1.41288
k99_23194	12.4399	30.4108
k99_23211	119.385	150.186
k99_23220	9.39445	4.86771
k99_23231	11.4682	1.74258
k99_23252	1206.48	35.5636
k99_23284	483.003	519.554
k99_23311	8.57514	1.06158
k99_23312	136.469	1835.69
k99_23322	5.08495	2.58117
k99_23341	8.76126	0.574983
k99_23342	10.2673	0.0
k99_23362	8.73188	8.93064
k99_23376	16.2685	0.641126
k99_23377	3162.31	126.504
k99_23383	92.3236	1484.71
k99_23388	16.7902	3.11699
k99_23394	7.35428	5.18467
k99_23404	49.1479	275.757
k99_23409	4816.78	1474.92
k99_23421	9.39409	2.79203
k99_23423	31.5685	19.1773
k99_23430	10.548	3.60611
k99_23436	12.8234	4.01649
k99_23447	209.293	2720.87
k99_23457	14.5706	0.0
k99_23463	8.18319	0.0
k99_23465	17.4883	21.7231
k99_23470	10.7701	1.09953
k99_23473	0.0	69.2869
k99_23481	10.2102	5.32225
k99_23488	3842.67	1615.04
k99_23507	251.728	229.535
k99_23508	0.0	105.877
k99_23520	5.55727	4.0969
k99_23533	27.1594	260.797
k99_23540	19.588	15.0088
k99_23559	12.4663	3.26575
k99_23565	132.474	2218.24
k99_23572	30.6976	19.8798
k99_23584	16.8655	0.0
k99_23588	0.0	26.4733
k99_23597	8.90895	0.0
k99_23610	7.9662	0.0
k99_23612	14.6525	8.65471
k99_23613	9.26404	0.0
k99_23637	10.3155	9.19
k99_23655	809.406	340.133
k99_23692	22.356	7.74849
k99_23709	4.18133	8.76564
k99_23711	12.1216	7.12959
k99_23724	25.175	10.7968
k99_23729	12.7758	5.14341
k99_23732	389.746	324.326
k99_23738	24.3044	0.0
k99_23740	0.421103	20.6855
k99_23751	1701.21	1093.85
k99_23761	9.43972	9.54745
k99_23764	2672.35	1053.9
k99_23766	7.0164	2.97552
k99_23776	8.58453	3.90403
k99_23777	2.25723	6.83419
k99_23789	195.98	221.223
k99_23791	17.5462	11.655
k99_23799	11.1432	1.96168
k99_23808	38.8944	14.5895
k99_23819	16.2584	0.892683
k99_23831	14.05	0.890888
k99_23840	196.893	9.55125
k99_23845	0.261858	38.7705
k99_23855	10.5643	4.04448
k99_23863	14.8528	5.66259
k99_23874	21.375	0.0
k99_23875	4352.66	2114.47
k99_23911	50.4338	13.8826
k99_23913	10.8996	4.53379
k99_23915	13.0725	2.03322
k99_23917	16.2584	7.04228
k99_23927	0.693779	45.137
k99_23944	9.39504	4.98857
k99_23956	18.9843	6.89968
k99_23964	35.7896	9.4209
k99_23973	7.62271	0.0
k99_24005	20.1157	8.50077
k99_24012	23.1796	100.565
k99_24084	12.8964	10.4814
k99_24086	6.97004	0.0
k99_24101	348.557	225.354
k99_24106	12.4638	2.52799
k99_24107	0.0	7.78028
k99_24108	14.7151	7.23185
k99_24124	4.45448	37.5098
k99_24134	7.52223	4.25719
k99_24159	235.447	208.53
k99_24182	3.48502	7.21275
k99_24191	342.017	123.989
k99_24202	124.379	1793.87
k99_24212	222.673	222.043
k99_24232	166.858	131.224
k99_24236	128.572	1729.55
k99_24238	40.1659	23.8653
k99_24248	0.0	4.19552
k99_24249	24.2359	12.9293
k99_24250	14.2945	9.60398
k99_24251	139.285	112.449
k99_24271	20.0567	8.99151
k99_24272	11.7717	15.7516
k99_24322	32.2825	19.4709
k99_24323	10.8459	1.53697
k99_24324	534.914	447.473
k99_24343	333.417	0.807703
k99_24354	18.1507	12.405
k99_24367	17.1633	79.9497
k99_24394	7.92651	3.34341
k99_24423	10.6115	0.0
k99_24444	169.606	162.772
k99_24468	0.0	11.7695
k99_24473	155.581	2311.02
k99_24480	505.81	147.849
k99_24491	62.5396	1288.85
k99_24508	3210.84	1878.27
k99_24521	0.0	47.9705
k99_24533	481.409	453.832
k99_24541	11.8622	0.0
k99_24543	7.78305	2.30405
k99_24548	6.92084	0.0
k99_24550	58.295	52.3618
k99_24555	30.5541	32.036
k99_24571	3.15921	6.49436
