transcript	SRR1976948	SRR1977249
k99_7132	30.7403	24.6111
k99_7135	147.054	135.765
k99_7136	37.6016	11.1031
k99_7139	0.0	34.2948
k99_7148	206.21	186.141
k99_7153	2246.95	1116.55
k99_7157	33.586	8.37482
k99_7165	15.4412	14.6354
k99_7172	31.3159	51.815
k99_7174	16.1383	11.5182
k99_7176	0.424467	37.5941
k99_7177	13.0083	15.8658
k99_7187	103.851	1574.38
k99_7188	168.341	163.266
k99_7203	16.9908	3.51048
k99_7213	121.392	55.0175
k99_7218	13.061	17.2398
k99_7238	22.5359	12.4227
k99_7242	688.138	314.09
k99_7244	0.455369	45.5238
k99_7246	50.2724	21.1941
k99_7252	23.2573	11.8322
k99_7255	11.2208	6.39606
k99_7263	56.8701	20.4098
k99_7276	2714.42	98.016
k99_7291	19.248	6.99816
k99_7298	3915.18	1496.77
k99_7300	11.9185	8.23447
k99_7304	3913.89	1732.34
k99_7310	7.25169	1.4435
k99_7314	12.6552	5.22112
k99_7320	30.8538	12.4433
k99_7325	16.6088	0.0
k99_7338	0.0	54.1821
k99_7352	144.863	157.514
k99_7356	2376.3	887.043
k99_7361	11.7457	1.02324
k99_7383	36.5472	42.8116
k99_7384	1555.31	691.087
k99_7387	24.5031	18.6511
k99_7388	8.10046	3.32633
k99_7393	49.3543	19.0816
k99_7399	24.41	13.6809
k99_7404	178.711	167.963
k99_7418	33.699	8.10939
k99_7419	27.5487	15.0544
k99_7437	0.357568	34.1116
k99_7445	256.152	256.785
k99_7452	13.1066	0.918521
k99_7454	28.4537	5.25658
k99_7461	16.8495	0.0
k99_7465	14.8959	13.8511
k99_7468	91.7105	79.4223
k99_7472	23.1494	11.1876
k99_7475	115.329	85.3282
k99_7478	17.3319	6.82419
k99_7482	8.08201	1.22458
k99_7484	12.837	2.29065
k99_7485	12.6936	1.81511
k99_7490	15.2488	7.46096
k99_7497	162.352	161.388
k99_7498	33.473	13.965
k99_7502	3703.08	1285.16
k99_7503	34.3387	12.4498
k99_7504	173.073	192.446
k99_7505	270.374	3594.73
k99_7507	180.917	177.344
k99_7512	0.0	20.3585
k99_7514	41.126	21.5336
k99_7520	322.403	4416.14
k99_7523	3423.5	2032.6
k99_7530	23.7216	12.436
k99_7533	64.079	27.4557
k99_7538	164.113	158.985
k99_7543	159.411	138.102
k99_7545	11.0936	7.68558
k99_7546	201.686	3470.86
k99_7547	12.8824	3.92891
k99_7550	169.947	158.24
k99_7554	146.714	134.187
k99_7560	162.595	135.117
k99_7561	356.818	374.401
k99_7566	233.378	223.896
k99_7567	0.373414	34.5684
k99_7568	47.6035	16.245
k99_7576	9.28295	0.634675
k99_7578	0.0	37.8122
k99_7579	15.149	5.76597
k99_7583	24.1519	14.5472
k99_7585	40.5073	15.168
k99_7587	184.325	160.743
k99_7590	21.6265	11.7547
k99_7598	9.57699	4.26987
k99_7605	212.262	182.107
k99_7608	0.0	39.3722
k99_7609	15.1948	3.95495
k99_7612	144.902	133.737
k99_7616	21.9781	8.23599
k99_7626	14.6716	0.175259
k99_7630	14.1716	8.14635
k99_7632	34.799	7.34803
k99_7643	47.7351	18.9124
k99_7656	22.8947	16.6272
k99_7657	21.8387	11.0051
k99_7659	9.72566	7.56284
k99_7662	47.7591	15.3688
k99_7667	22.4981	14.8105
k99_7668	15.9102	9.79845
k99_7669	118.673	1873.34
k99_7672	162.975	145.097
k99_7673	12.1339	1.58913
k99_7678	256.228	271.04
k99_7679	14.7987	2.03232
k99_7680	14.4242	2.03971
k99_7683	306.975	262.786
k99_7685	11.9147	11.7595
k99_7687	23.2242	7.97067
k99_7688	18.4471	14.6031
k99_7689	0.0	36.7992
k99_7690	0.250657	40.793
k99_7691	0.252237	36.5765
k99_7692	13.0487	1.73399
k99_7693	23.0997	11.0904
k99_7694	8.84239	1.3724
k99_7711	8.83068	0.947258
k99_7713	17.9569	13.1431
k99_7718	9.35534	1.31053
k99_7719	0.0	20.3309
k99_7720	157.048	11.9012
k99_7730	128.695	2273.35
k99_7731	175.33	150.771
k99_7736	25.2623	11.2854
k99_7741	42.2601	19.0665
k99_7753	10.397	0.710823
k99_7758	11.4897	4.25567
k99_7760	10.9319	11.7055
k99_7761	105.133	95.1623
k99_7763	13.8961	0.0
k99_7764	164.483	160.23
k99_7766	204.308	2549.55
k99_7771	38.2549	18.3208
k99_7772	10.161	8.58869
k99_7778	214.962	3444.2
k99_7783	18.287	0.0
k99_7788	20.3088	10.8426
k99_7790	43.4069	17.0907
k99_7791	176.024	138.704
k99_7794	27.0319	22.7566
k99_7801	702.7	82.307
k99_7803	74.2781	115.004
k99_7807	78.6481	31.2665
k99_7811	11.1525	1.12202
k99_7817	37.2875	27.7266
k99_7824	19.861	10.3816
k99_7835	6.53022	0.0
k99_7852	130.198	117.923
k99_7858	19.5031	9.38216
k99_7863	27.0895	19.2294
k99_7864	40.7916	18.7826
k99_7866	178.698	199.456
k99_7875	114.241	108.776
k99_7879	25.3056	29.6476
k99_7881	13.5782	8.09809
k99_7883	11.5219	8.1933
k99_7887	102.418	61.3059
k99_7891	23.6077	1.46903
k99_7898	1074.42	36.1451
k99_7904	19.6726	12.3188
k99_7908	29.4313	113.737
k99_7912	91.2535	1386.74
k99_7915	4.04639	8.46422
k99_7921	59.7605	802.626
k99_7922	199.935	195.802
k99_7928	0.578122	50.6475
k99_7938	250.933	206.982
k99_7941	31.9212	16.4149
k99_7946	23.891	20.7972
k99_7949	62.8156	28.5045
k99_7962	215.569	219.72
k99_7963	6.05057	0.0
k99_7966	66.6121	28.8852
k99_7967	30.3455	17.4716
k99_7970	144.512	150.181
k99_7971	14.0371	0.58488
k99_7972	8773.68	4172.76
k99_7980	0.132826	34.3286
k99_7986	9.49193	1.44014
k99_7987	0.297133	36.0274
k99_7996	145.266	139.196
k99_7998	274.277	202.199
k99_7999	16.3963	0.0
k99_8002	12024.7	5800.03
k99_8015	22.7905	15.3535
k99_8032	16.8756	6.98957
k99_8035	1596.72	62.8787
k99_8036	21.3003	10.2106
k99_8049	10.2283	0.0
k99_8050	102.298	106.763
k99_8053	11.5832	2.38787
k99_8055	157.6	155.005
k99_8056	38.5167	14.3722
k99_8063	26.6528	11.8875
k99_8067	38.2897	12.4305
k99_8074	12.4285	1.70945
k99_8077	282.32	318.392
k99_8080	10.7481	5.47132
k99_8094	137.676	122.955
k99_8099	12.3352	6.05348
k99_8110	16.1204	3.21658
k99_8112	6.25735	12.5856
k99_8116	3.74518	5.62893
k99_8121	330.39	228.786
k99_8122	9.75714	1.82685
k99_8125	13.3951	5.45425
k99_8127	9.63885	1.5805
k99_8137	23.4416	6.61398
k99_8144	4.21637	8.84356
k99_8152	10.3083	3.70619
k99_8157	19.5566	6.56883
k99_8167	11.8095	7.20743
k99_8168	106.73	58.256
k99_8174	14.9781	0.35025
k99_8175	25.4036	13.3242
k99_8181	11.0472	1.45834
k99_8182	349.834	292.388
k99_8183	27.1764	10.192
k99_8190	8.88576	0.625198
k99_8192	11.5542	1.57861
k99_8205	0.0	34.5152
k99_8206	238.825	4144.34
k99_8207	30.523	9.16651
k99_8211	23.1553	143.847
k99_8213	518.812	484.553
k99_8215	112.411	111.21
k99_8217	260.075	3320.56
k99_8219	29.9551	176.693
k99_8225	10.4167	7.21879
k99_8227	1415.99	43.6476
k99_8228	10.8391	0.844757
k99_8229	148.819	138.959
k99_8231	24.3806	9.87889
k99_8234	18.2874	0.0
k99_8236	103.248	1957.37
k99_8240	0.514657	35.6212
k99_8242	64.4887	27.3566
k99_8245	13.2718	1.65631
k99_8246	12.7422	1.44567
k99_8249	153.701	136.181
k99_8257	1538.07	632.401
k99_8261	0.0	34.1485
k99_8263	257.547	203.189
k99_8266	9.11394	1.2017
k99_8285	126.617	134.471
k99_8286	14.6307	7.42173
k99_8289	10.5313	172.796
k99_8290	23.9462	13.6113
k99_8293	3698.18	1597.25
k99_8307	141.988	1944.44
k99_8310	122.199	2302.34
k99_8312	405.74	355.806
k99_8313	101.759	84.393
k99_8315	176.079	156.42
k99_8337	194.717	3769.19
k99_8346	15.8539	5.22139
k99_8359	39.8436	14.9555
k99_8367	208.796	200.82
k99_8368	1614.99	1052.6
k99_8372	11.9642	2.13321
k99_8375	16.9532	10.5033
k99_8378	10.0156	0.0
k99_8389	196.237	170.873
k99_8393	0.0	61.0734
k99_8396	12.3186	2.51623
k99_8402	0.0	0.0
k99_8410	0.111859	41.9302
k99_8411	40.2476	12.7124
k99_8415	18.969	7.05488
k99_8417	13.682	8.94126
k99_8418	46.8749	29.3962
k99_8419	10.0882	15.774
k99_8421	0.0	7.97604
k99_8422	14.3156	1.57042
k99_8426	131.286	110.365
k99_8428	29.3405	13.5948
k99_8432	2.50673	66.1158
k99_8434	8.70299	2.39191
k99_8437	0.257338	36.5851
k99_8440	0.0	43.0587
k99_8444	146.052	133.555
k99_8445	8.20804	8.36455
k99_8447	14.2398	1.04134
k99_8454	47.8697	19.4108
k99_8457	448.641	92.7298
k99_8462	36.9509	13.2447
k99_8465	374.369	325.883
k99_8484	201.601	189.49
k99_8487	289.257	349.818
k99_8489	10.6006	14.297
k99_8501	3.8887	3.90127
k99_8505	230.391	226.642
k99_8507	54.63	28.7242
k99_8510	36.4694	16.9454
k99_8511	0.371212	38.7278
k99_8522	0.190304	39.3374
k99_8523	18.287	0.0
k99_8528	11.3236	11.7019
k99_8530	10.2313	0.0
k99_8537	22.4981	11.5193
k99_8539	0.0	30.6417
k99_8540	0.0	39.2885
k99_8548	1617.81	82.998
k99_8549	22.7178	7.59033
k99_8554	9.09879	0.0
k99_8555	151.037	164.889
k99_8556	19.7167	3.75968
k99_8562	12.9151	0.0
k99_8565	31.3122	12.1157
k99_8570	20.2897	11.8833
k99_8572	8.22947	2.15939
k99_8573	357.094	133.564
k99_8574	7.08374	4.68336
k99_8577	17.6166	7.17812
k99_8579	0.144825	38.1444
k99_8581	152.38	152.33
k99_8588	20.24	18.8375
k99_8598	9.55615	2.51024
k99_8601	8.85498	12.5583
k99_8603	7.72094	1.51883
k99_8611	172.253	2348.74
k99_8612	8.53837	4.48123
k99_8614	6.40536	3.29443
k99_8622	43.4778	263.361
k99_8627	299.547	204.427
k99_8631	7.98691	4.5239
k99_8636	19.9542	9.80349
k99_8640	2.30438	6.98445
k99_8641	359.313	363.787
k99_8648	18.6528	9.60716
k99_8649	0.0	8.88277
k99_8656	20.4696	10.6062
k99_8662	0.0	43.7006
k99_8663	139.339	142.566
k99_8665	10538.2	4814.23
k99_8666	1021.09	33.9662
k99_8669	31.2199	5.2886
k99_8673	13.5984	11.9243
k99_8674	11.6362	0.604044
k99_8682	37.7828	7.10163
k99_8694	14.5871	2.49891
k99_8695	11.023	4.1308
k99_8706	159.571	159.011
k99_8709	19.5202	9.00526
k99_8710	0.0	44.8822
k99_8716	139.459	113.53
k99_8719	52.5608	75.7602
k99_8729	232.226	232.333
k99_8731	26.6963	15.3249
k99_8732	25.9414	38.5692
k99_8740	23.6056	12.9952
k99_8747	9.78627	2.22782
k99_8748	36.9663	15.9166
k99_8753	46.0924	25.6024
k99_8762	8.99108	8.99734
k99_8764	46.3202	14.6724
k99_8765	12.1312	2.43346
k99_8770	11.4812	1.55032
k99_8778	9.76774	2.6179
k99_8779	119.889	163.334
k99_8781	778.249	526.024
k99_8797	31.1907	13.5303
k99_8806	20.9832	6.19234
k99_8807	182.428	164.479
k99_8808	38.6837	17.5475
k99_8809	2141.8	821.631
k99_8813	19.0478	9.62735
k99_8817	167.881	144.64
k99_8823	14.1665	9.01268
k99_8827	15.3077	23.8997
k99_8834	15.4676	9.65556
k99_8840	16.2905	13.4219
k99_8849	32.8607	18.4169
k99_8850	9.30795	0.0
k99_8854	41.9393	11.1228
k99_8862	83.2091	33.065
k99_8864	16.4508	0.46205
k99_8865	21.1198	8.6184
k99_8866	17.5849	9.07208
k99_8867	8.47077	24.577
k99_8871	209.756	183.794
k99_8874	120.198	588.619
k99_8877	30.3406	14.4006
k99_8880	10.0209	0.900427
k99_8890	18.5447	8.81917
k99_8891	11.5143	2.90554
k99_8903	178.553	154.545
k99_8914	10.2402	0.842851
k99_8917	65.6632	15.4969
k99_8918	18.3544	14.7832
k99_8924	7.80864	1.10538
k99_8932	3382.47	1231.15
k99_8934	32.8679	3.36998
k99_8945	16.0686	7.33829
k99_8946	13.3004	1.39483
k99_8950	11.5233	3.28644
k99_8952	10.7354	1.94622
k99_8958	18.2678	222.331
k99_8959	41.0348	17.1054
k99_8961	12.3445	1.56443
k99_8966	9.54828	18.7691
k99_8973	26.2137	8.67277
k99_8986	11.4603	0.944462
k99_8987	139.499	124.311
k99_8990	154.286	142.47
k99_8991	9.84627	0.864988
k99_9004	144.606	145.009
k99_9008	11.4443	4.20927
k99_9010	293.027	323.055
k99_9014	15.4908	5.55348
k99_9019	0.32895	36.3793
k99_9026	154.665	2625.6
k99_9028	58.3903	366.107
k99_9031	1131.5	471.343
k99_9040	12.3885	17.3021
k99_9041	153.524	2140.4
k99_9042	64.0291	25.785
k99_9043	148.461	145.34
k99_9046	227.544	230.331
k99_9047	489.879	478.4
k99_9052	9.61392	12.1707
k99_9053	10.254	1.55683
k99_9054	10.4964	1.64991
k99_9057	0.0	63.0209
k99_9058	14.2364	2.90826
k99_9060	12.6102	10.7927
k99_9068	116.326	105.033
k99_9076	11.5488	12.4366
k99_9081	12.6308	1.28802
k99_9083	30.9323	19.7666
k99_9100	0.0	34.5622
k99_9101	0.0	39.6382
k99_9103	13.7026	15.6866
k99_9104	9.86909	2.97908
k99_9116	11.3483	1.24198
k99_9122	3876.05	1573.54
k99_9124	0.186393	34.0147
k99_9126	22.1784	8.39357
k99_9131	81.0479	26.7914
k99_9133	33.4216	10.6787
k99_9135	21.0795	11.7735
k99_9137	108.805	119.876
k99_9145	32.5009	11.0708
k99_9151	12.4084	2.35887
k99_9155	12.0217	15.3995
k99_9170	31.9212	9.37994
k99_9173	203.697	177.688
k99_9175	542.965	406.522
k99_9177	10.3811	0.992954
k99_9178	203.616	156.66
k99_9181	141.193	128.915
k99_9182	103.244	577.358
k99_9183	8.83297	9.2917
k99_9186	11.4709	2.12099
k99_9216	12.0702	9.10048
k99_9218	2.76106	5.62999
k99_9227	11.4825	1.49988
k99_9243	42.7647	11.1641
k99_9249	26.2596	10.994
k99_9252	14.9029	5.21907
k99_9261	10.424	8.0977
k99_9268	34.6784	14.2156
k99_9272	29.2474	17.5148
k99_9275	198.295	180.888
k99_9276	11.4498	7.81505
k99_9278	179.937	178.729
k99_9279	9.18337	1.83911
k99_9311	36.5455	14.2784
k99_9313	199.155	199.931
k99_9316	11.403	7.94879
k99_9319	37.0532	23.612
k99_9322	12.3518	0.55352
k99_9323	45.0814	16.7651
k99_9326	0.0	37.1767
k99_9329	0.0	28.7978
k99_9342	60.3573	828.35
k99_9347	19.4143	3.53029
k99_9353	39.2819	18.3757
k99_9354	172.623	173.826
k99_9356	0.0	65.7423
k99_9357	153.36	138.671
k99_9359	276.938	251.661
k99_9362	139.17	144.824
k99_9366	19.754	10.1792
k99_9374	1.24907	42.5384
k99_9387	394.249	4327.99
k99_9394	13.1375	11.6644
k99_9399	11.5124	2.09464
k99_9400	27.3223	6.16266
k99_9403	43.5348	22.6404
k99_9413	15.3945	8.65987
k99_9416	16.0334	1.46442
k99_9426	15.3096	2.7373
k99_9428	176.357	167.645
k99_9438	165.288	161.564
k99_9445	9.59687	14.5204
k99_9450	12.2635	1.11946
k99_9451	8.2252	12.9202
k99_9453	135.546	144.606
k99_9459	19.4374	4.36488
k99_9460	248.123	254.472
k99_9469	35.0253	11.523
k99_9484	12.6411	1.13806
k99_9488	211.649	192.537
k99_9491	0.0	40.993
k99_9497	785.726	191.451
k99_9503	18.9201	0.0
k99_9512	163.168	3344.95
k99_9513	19.6715	13.5401
k99_9516	0.0	0.0
k99_9525	6.38351	0.0
k99_9527	14.87	7.37876
k99_9530	148.577	2417.49
k99_9542	161.905	131.158
k99_9548	461.769	335.49
k99_9557	5.3108	0.0
k99_9558	0.0	41.9353
k99_9570	373.803	258.238
k99_9579	169.111	2330.26
k99_9580	0.456145	37.2114
k99_9583	0.830607	32.1486
k99_9595	129.168	108.911
k99_9596	21.5346	11.1656
k99_9598	65.5627	87.5994
k99_9601	146.538	129.601
k99_9602	12.1429	1.34096
k99_9613	0.653656	42.0141
k99_9617	12.3246	6.04694
k99_9622	273.062	249.442
k99_9629	8.79306	1.72626
k99_9631	8.68372	4.56261
k99_9636	3195.07	1232.04
k99_9642	62.5482	16.623
k99_9643	13.6856	10.7912
k99_9649	0.611108	38.3697
k99_9654	339.033	349.635
k99_9657	34.8273	10.9085
k99_9670	8892.14	3923.42
k99_9671	33.694	61.5587
k99_9675	13.6196	1.8641
k99_9676	7.73784	0.0
k99_9678	17.6503	12.0898
k99_9683	8.27804	1.35995
k99_9684	0.0	55.2608
k99_9687	5.5901	8.55506
k99_9707	40.7956	14.891
k99_9715	9.0854	5.994
k99_9717	4829.86	2081.15
k99_9718	233.431	224.935
k99_9723	175.772	200.554
k99_9728	10.9627	7.37261
k99_9732	78.2129	31.829
k99_9734	6300.9	2832.5
k99_9742	12.9682	1.87807
k99_9744	141.148	127.401
k99_9747	17.1879	0.295812
k99_9752	77.0727	38.1208
k99_9760	13.0992	2.28085
k99_9761	20.4051	12.9476
k99_9762	9.89434	2.61579
k99_9763	13.4006	0.385301
k99_9764	13.6996	5.93651
k99_9765	1018.46	13.1335
k99_9775	131.712	136.848
k99_9776	0.0	55.6632
k99_9779	145.393	113.562
k99_9787	31.7986	21.3796
k99_9788	0.0	37.7117
k99_9792	39.4828	32.2381
k99_9808	0.0779296	38.6534
k99_9811	0.0	41.8595
k99_9812	20.9939	7.85266
k99_9818	0.240442	39.5971
k99_9826	10.5061	1.98451
k99_9827	372.881	4260.04
k99_9830	14.2835	1.32138
k99_9835	8.91791	1.25004
k99_9843	176.081	144.972
k99_9844	18.2866	7.32858
k99_9846	18.2218	8.93805
k99_9856	3726.3	1584.85
k99_9883	10.574	1.44058
k99_9887	7.93459	0.707091
k99_9888	19.7762	2.50589
k99_9889	4.77794	5.05733
k99_9890	9.07592	1.68559
k99_9896	216.564	202.079
k99_9901	109.115	1718.03
k99_9903	170.445	132.799
k99_9904	9.20785	3.96014
k99_9910	27.3089	9.86832
k99_9917	213.213	174.775
k99_9930	155.504	145.401
k99_9935	10.2795	1.49541
k99_9937	308.781	3780.11
k99_9943	12.5863	1.19643
k99_9952	40.0149	7.89935
k99_9953	13.9993	4.89233
k99_9958	834.476	355.3
k99_9967	7.73583	9.56428
k99_9985	29.0209	11.8027
k99_9986	54.2372	63.7787
k99_9987	9.27969	0.32524
k99_9992	12.4672	15.0106
k99_9994	17.0677	5.38502
k99_9995	12.4722	2.57669
k99_10017	25.5756	10.3518
k99_10019	18.7739	8.22548
k99_10023	0.0	38.6643
k99_10030	154.32	146.893
k99_10035	13.9554	4.44421
k99_10036	4.67328	4.93731
k99_10037	5.46284	8.65865
k99_10041	2047.14	446.649
k99_10045	198.891	194.028
k99_10046	8.70589	9.29193
k99_10048	4.65255	0.0
k99_10056	9.47218	5.00906
k99_10063	8.33334	13.4063
k99_10065	123.963	96.8121
k99_10066	193.132	174.924
k99_10069	16.7129	10.1052
k99_10073	13.4432	8.63072
k99_10074	193.76	159.229
k99_10076	14.3653	9.5773
k99_10080	50.2322	18.572
k99_10081	18.7259	5.62893
k99_10095	19.9027	9.21709
k99_10096	0.0	4.82193
k99_10099	11.6421	1.38696
k99_10102	13.4542	7.28171
k99_10130	23.4195	8.19799
k99_10133	13.369	1.04876
k99_10139	45.2372	77.4496
k99_10142	10.5313	10.9044
k99_10146	3.35034	0.0
k99_10147	284.386	264.302
k99_10153	2571.54	1641.29
k99_10157	13.1032	1.41522
k99_10166	7.94973	1.64419
k99_10170	11.4016	3.62018
k99_10178	15.9918	12.5322
k99_10179	138.242	129.31
k99_10188	97.2108	1729.04
k99_10192	16.8595	1.03657
k99_10194	36.6529	13.9194
k99_10207	2799.34	1476.93
k99_10212	24.6306	13.9885
k99_10215	148.584	127.702
k99_10216	169.15	2060.69
k99_10217	0.0	37.4407
k99_10220	158.062	158.173
k99_10223	12.6022	3.77402
k99_10224	20.3791	35.4433
k99_10226	11.135	1.40119
k99_10232	24.5133	35.1056
k99_10234	20.1829	7.43567
k99_10238	20.2917	13.0926
k99_10252	25.8176	2.94889
k99_10257	1627.23	1054.63
k99_10264	12.3851	0.80148
k99_10266	14.0417	7.26962
k99_10273	57.8112	20.7373
k99_10282	161.731	176.357
k99_10288	10.461	2.56356
k99_10289	73.1855	21.6383
k99_10300	139.721	2768.42
k99_10314	140.312	130.041
k99_10316	17.2122	3.94645
k99_10324	161.1	135.847
k99_10350	47.1943	574.888
k99_10351	175.606	156.595
k99_10357	30.962	12.9842
k99_10358	31.6806	11.5129
k99_10361	50.0921	101.345
k99_10365	4.67328	14.8119
k99_10366	22.1102	8.32138
k99_10367	1985.85	1481.64
k99_10370	0.0	37.7523
k99_10385	8.60957	0.996154
k99_10394	181.715	179.015
k99_10396	298.698	186.466
k99_10397	14.5481	4.91106
k99_10399	22.7145	2.07627
k99_10403	0.160411	32.5177
k99_10404	10.624	1.61364
k99_10406	19.8639	203.74
k99_10407	5.95334	7.96961
k99_10412	0.312063	37.9655
k99_10418	21.8289	9.96201
k99_10419	173.035	140.5
k99_10421	192.929	176.234
k99_10424	0.338311	39.4719
k99_10426	57.1067	34.061
k99_10438	9.42409	3.27312
k99_10441	17.6628	24.6707
k99_10455	3358.4	1368.44
k99_10457	8.68134	0.0
k99_10459	44.0243	18.2268
k99_10461	28.2536	12.1896
k99_10462	18.9892	10.1824
k99_10468	12.3013	1.51237
k99_10472	120.209	1915.41
k99_10490	32.4958	20.6556
k99_10493	0.0	46.563
k99_10496	80.1129	136.269
k99_10499	192.574	152.036
k99_10501	11.8602	6.84478
k99_10504	22.4218	27.7418
k99_10519	8.27586	1.17249
k99_10520	14.9925	4.56574
k99_10527	41.5273	18.5732
k99_10557	6.21969	5.56488
k99_10559	295.417	228.849
k99_10562	7.8073	4.07169
k99_10564	13.8353	0.0
k99_10565	56.3405	24.2554
k99_10574	14.4623	0.388205
k99_10579	43.9914	15.7807
k99_10580	30.523	0.0
k99_10587	13.4781	3.91246
k99_10590	139.83	2310.57
k99_10595	12.7511	4.23484
k99_10602	13.5702	16.6946
k99_10605	183.221	183.248
k99_10607	461.188	185.964
k99_10608	170.705	2361.65
k99_10609	7.64044	3.33627
k99_10612	9.36566	5.33174
k99_10613	19.2403	5.51185
k99_10616	147.168	140.066
k99_10617	0.0	36.2198
k99_10622	31.0975	13.3401
k99_10625	148.955	141.344
k99_10628	16.2031	8.07434
k99_10630	26.1626	13.7498
k99_10633	0.0	49.0888
k99_10635	42.537	21.8053
k99_10636	10.7638	1.46652
k99_10640	17.175	10.4927
k99_10641	133.29	119.356
k99_10647	7.79269	1.55676
k99_10652	32.9444	13.0298
k99_10653	21.9351	10.3036
k99_10654	17.5834	9.62433
k99_10664	0.999192	38.3214
k99_10675	7.1937	1.18928
k99_10680	16.705	5.63396
k99_10686	3248.98	1269.99
k99_10688	29.7636	14.177
k99_10691	14.3408	1.31799
k99_10695	102.399	95.4602
k99_10702	185.065	2280.97
k99_10704	8.73267	14.8333
k99_10708	13.7236	1.71426
k99_10714	68.8947	25.8203
k99_10718	28.1805	8.19408
k99_10725	150.461	141.58
k99_10728	10.4871	3.63174
k99_10739	10.4167	0.619427
k99_10749	181.946	2632.37
k99_10757	11.3365	1.48887
k99_10758	53.9215	27.6243
k99_10760	211.921	214.87
k99_10763	10.7696	2.10549
k99_10768	0.0	50.7871
k99_10772	12.347	1.42607
k99_10777	11.5833	4.20237
k99_10781	17.5625	7.95532
k99_10784	25.655	16.3428
k99_10785	36.7983	8.86962
k99_10793	24.8493	11.8301
k99_10796	207.022	164.758
k99_10799	231.795	157.813
k99_10800	370.146	8.35352
k99_10804	8.67606	6.2834
k99_10805	8.41085	6.30725
k99_10807	150.416	136.912
k99_10816	14.5481	4.91106
k99_10822	217.005	2631.93
k99_10829	228.626	230.31
k99_10832	157.646	142.24
k99_10833	498.532	544.569
k99_10838	29.6875	29.8262
k99_10843	8.50301	14.4919
k99_10861	0.0	46.1149
k99_10862	1.43811	51.5184
k99_10866	18.9848	9.38475
k99_10869	3429.87	1475.24
k99_10874	0.0	39.7981
k99_10885	44.4223	19.7983
k99_10888	24.3441	13.0667
k99_10889	109.722	2092.72
k99_10890	153.936	127.005
k99_10896	22.0605	40.5089
k99_10897	21.9378	178.455
k99_10902	9.96171	1.24617
k99_10914	0.26579	32.3176
k99_10915	194.01	166.624
k99_10916	178.292	167.182
k99_10917	25.2967	17.1985
k99_10920	11.6114	2.15871
k99_10924	0.0	33.2755
k99_10925	10.256	3.55101
k99_10930	13.9875	7.45964
k99_10932	1.25011	63.2818
k99_10934	13.4397	0.0
k99_10953	11.1871	0.422767
k99_10957	14.9677	9.27385
k99_10958	12.1719	1.2225
k99_10959	172.006	60.688
k99_10967	371.079	146.332
k99_10976	20.4794	17.1516
k99_10983	0.147186	35.1221
k99_10986	6245.44	2612.2
k99_10990	23.0583	0.0
k99_10992	14.0461	5.6073
k99_10993	8.68471	1.07532
k99_11004	11.1959	0.826578
k99_11013	190.966	172.355
k99_11019	31.4762	0.0
k99_11033	15.7921	9.22572
k99_11034	124.943	121.426
k99_11038	241.553	166.667
k99_11039	11.486	0.0
k99_11040	56.7892	14.712
k99_11049	42.1225	314.92
k99_11057	22.1798	13.6747
k99_11058	332.411	322.396
k99_11072	9.70384	9.2765
k99_11076	15.5948	8.89537
k99_11078	23.8257	17.0025
k99_11081	130.268	139.87
k99_11083	128.378	136.431
k99_11087	40.768	16.6822
k99_11089	249.466	222.62
k99_11093	11.8115	4.30569
k99_11099	43.8404	16.9119
k99_11101	32.1899	23.6502
k99_11105	13.9232	4.14088
k99_11109	43.0517	19.7859
k99_11111	2879.77	1007.91
k99_11118	160.66	145.881
k99_11120	0.0	32.9171
k99_11121	191.145	2792.19
k99_11131	168.074	150.064
k99_11141	7.84057	3.66591
k99_11158	11.557	5.10046
k99_11163	21.957	15.2691
k99_11169	0.0	40.4483
k99_11174	80.6109	68.3915
k99_11181	12.7342	1.05083
k99_11183	26.9937	13.9353
k99_11196	30.3274	34.8901
k99_11200	19.9984	0.0
k99_11203	1500.52	473.614
k99_11207	21.6568	10.3459
k99_11211	9.63689	0.953135
k99_11213	10.5329	5.59878
k99_11215	32.1142	15.0925
k99_11225	2.01686	6.07856
k99_11226	394.656	406.692
k99_11233	0.0	42.8258
k99_11236	19.5256	12.094
k99_11238	9.45895	4.89562
k99_11242	7.60594	0.0
k99_11247	181.506	153.457
k99_11257	386.898	446.659
k99_11258	342.267	329.779
k99_11262	8.51072	1.0535
k99_11264	7.78819	2.20489
k99_11268	15.5813	9.02523
k99_11276	0.277782	42.7707
k99_11278	11.5268	3.791
k99_11284	16.2555	11.3058
k99_11290	12.6486	1.99234
k99_11305	9.26404	4.89079
k99_11306	74.754	30.2836
k99_11315	12038.0	5848.78
k99_11319	1068.5	640.799
k99_11321	17.3434	10.1319
k99_11324	189.792	208.861
k99_11330	12.995	3.10989
k99_11355	293.375	242.746
k99_11357	370.665	366.301
k99_11358	20.4723	12.9855
k99_11365	0.0	36.9921
k99_11380	145.739	147.828
k99_11381	8.58352	1.83214
k99_11382	8.03706	0.0
k99_11386	20.8328	4.14331
k99_11388	1.04779	47.3105
k99_11389	11.112	16.9991
k99_11410	7.90841	8.9856
k99_11411	105.133	74.2164
k99_11417	102.603	1774.95
k99_11424	11.0224	7.36786
k99_11426	0.0	57.138
k99_11427	228.173	193.007
k99_11430	10.6735	0.999752
k99_11436	18.8604	0.0
k99_11447	60.9144	34.2558
